CustomerID,Tenure_Months,Contract_Type,Monthly_Charges,Total_Charges,Payment_Method,Tech_Support_Tickets,Internet_Service_Type,Paperless_Billing,Churn_Status
CUST-08019,44,Two year,44.09,1974.04,Credit card (automatic),1,DSL,Yes,Yes
CUST-08020,60,Month-to-month,18.78,1094.86,Electronic check,1,No,No,No
CUST-08021,57,Two year,42.88,2390.13,Electronic check,1,DSL,Yes,No
CUST-08022,35,Two year,117.58,4158.85,Bank transfer (automatic),2,Fiber optic,Yes,Yes
CUST-08023,60,Month-to-month,20.21,1232.83,Bank transfer (automatic),0,No,No,No
CUST-08024,11,Month-to-month,71.46,798.92,Bank transfer (automatic),3,DSL,No,Yes
CUST-08025,46,Two year,113.23,5223.27,Credit card (automatic),2,Fiber optic,Yes,No
CUST-08026,16,One year,48.24,759.24,Electronic check,0,DSL,No,No
CUST-08027,8,Month-to-month,79.71,627.85,Bank transfer (automatic),2,Fiber optic,No,Yes
CUST-08028,70,Two year,88.64,6092.73,Electronic check,2,Fiber optic,Yes,Yes
CUST-08029,34,One year,60.85,2062.31,Mailed check,2,DSL,No,No
CUST-08030,1,Month-to-month,61.96,62.15,Electronic check,3,DSL,Yes,No
CUST-08031,33,One year,88.8,2843.92,Credit card (automatic),4,Fiber optic,Yes,No
CUST-08032,55,One year,63.84,3474.87,Credit card (automatic),2,DSL,Yes,No
CUST-08033,5,Month-to-month,69.29,353.80,Mailed check,0,DSL,Yes,No
CUST-08034,1,Month-to-month,23.5,23.36,Bank transfer (automatic),2,No,Yes,No
CUST-08035,53,Month-to-month,43.6,2313.98,Electronic check,1,DSL,Yes,Yes
CUST-08036,39,Two year,98.92,3848.58,Electronic check,0,Fiber optic,Yes,No
CUST-08037,30,One year,104.74,3075.33,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-08038,30,Two year,19.76,578.64,Bank transfer (automatic),1,No,Yes,No
CUST-08039,71,Two year,99.43,6944.12,Credit card (automatic),0,Fiber optic,Yes,No
CUST-08040,67,Month-to-month,19.08,1290.57,Credit card (automatic),2,No,Yes,No
CUST-08041,35,Month-to-month,102.42,3664.86,Credit card (automatic),1,Fiber optic,Yes,No
CUST-08042,16,Month-to-month,100.24,1580.94,Credit card (automatic),4,Fiber optic,Yes,Yes
CUST-08043,13,One year,51.27,659.81,Electronic check,2,DSL,No,No
CUST-08044,11,Month-to-month,112.67,1228.52,Credit card (automatic),0,Fiber optic,Yes,No
CUST-08045,19,One year,71.86,1385.31,Electronic check,0,DSL,No,No
CUST-08046,24,Two year,106.03,2528.50,Electronic check,2,Fiber optic,Yes,No
CUST-08047,7,Two year,59.23,415.09,Bank transfer (automatic),0,DSL,Yes,No
CUST-08048,33,Month-to-month,81.06,2704.17,Mailed check,3,Fiber optic,No,Yes
CUST-08049,52,Two year,108.13,5759.88,Bank transfer (automatic),4,Fiber optic,No,Yes
CUST-08050,46,Two year,80.46,3611.49,Electronic check,1,Fiber optic,Yes,No
CUST-08051,54,Two year,93.74,5194.82,Electronic check,0,Fiber optic,Yes,No
CUST-08052,45,One year,88.46,3981.89,Credit card (automatic),3,Fiber optic,Yes,No
CUST-08053,65,Month-to-month,79.85,5066.72,Bank transfer (automatic),1,Fiber optic,Yes,No
CUST-08054,1,Month-to-month,22.86,22.89,Electronic check,1,No,Yes,Yes
CUST-08055,24,Month-to-month,117.88,2822.21,Mailed check,0,Fiber optic,Yes,No
CUST-08056,48,One year,21.82,1027.40,Bank transfer (automatic),0,No,Yes,No
CUST-08057,36,One year,22.0,782.91,Bank transfer (automatic),2,No,No,No
CUST-08058,8,Month-to-month,56.07,444.19,Mailed check,2,DSL,No,Yes
CUST-08059,29,Month-to-month,50.81,1468.00,Electronic check,5,DSL,Yes,Yes
CUST-08060,9,Month-to-month,52.79,484.26,Bank transfer (automatic),6,DSL,Yes,Yes
CUST-08061,32,Month-to-month,74.38,2369.20,Electronic check,0,DSL,Yes,Yes
CUST-08062,40,Two year,77.01,3143.51,Credit card (automatic),1,DSL,Yes,No
CUST-08063,4,Month-to-month,72.57,288.79,Credit card (automatic),1,DSL,Yes,No
CUST-08064,53,Month-to-month,43.46,2269.53,Electronic check,2,DSL,Yes,No
CUST-08065,36,Month-to-month,22.81,815.86,Electronic check,4,No,No,Yes
CUST-08066,27,One year,62.49,1640.31,Electronic check,1,DSL,No,No
CUST-08067,10,Month-to-month,107.77,1079.54,Mailed check,3,Fiber optic,Yes,Yes
CUST-08068,56,Two year,108.05,5873.43,Electronic check,0,Fiber optic,No,No
CUST-08069,33,One year,58.45,1965.07,Mailed check,2,DSL,Yes,No
CUST-08070,6,Month-to-month,84.02,505.54,Electronic check,1,Fiber optic,No,Yes
CUST-08071,3,Month-to-month,18.98,57.90,Mailed check,1,No,Yes,No
CUST-08072,39,One year,64.75,2550.86,Credit card (automatic),1,DSL,Yes,No
CUST-08073,3,Month-to-month,52.46,156.59,Bank transfer (automatic),2,DSL,Yes,No
CUST-08074,39,Month-to-month,117.03,4468.48,Electronic check,1,Fiber optic,No,Yes
CUST-08075,21,One year,44.2,921.92,Electronic check,1,DSL,Yes,No
CUST-08076,58,One year,117.01,6946.51,Bank transfer (automatic),0,Fiber optic,No,No
CUST-08077,21,One year,21.97,448.21,Electronic check,2,No,No,No
CUST-08078,57,One year,22.8,1328.41,Mailed check,3,No,Yes,No
CUST-08079,36,One year,63.74,2331.54,Credit card (automatic),1,DSL,No,No
CUST-08080,17,Month-to-month,106.69,1793.30,Mailed check,2,Fiber optic,No,No
CUST-08081,16,Month-to-month,45.81,732.94,Electronic check,2,DSL,Yes,Yes
CUST-08082,19,Two year,113.28,2127.26,Credit card (automatic),1,Fiber optic,Yes,No
CUST-08083,16,One year,71.29,1170.79,Bank transfer (automatic),3,DSL,Yes,No
CUST-08084,6,One year,73.45,434.89,Bank transfer (automatic),1,DSL,No,No
CUST-08085,11,Month-to-month,93.66,1033.60,Electronic check,4,Fiber optic,No,No
CUST-08086,2,Month-to-month,104.02,209.22,Bank transfer (automatic),1,Fiber optic,No,Yes
CUST-08087,25,Month-to-month,59.14,1512.66,Credit card (automatic),0,DSL,Yes,Yes
CUST-08088,25,Two year,76.35,1951.32,Credit card (automatic),3,Fiber optic,No,Yes
CUST-08089,31,Two year,84.72,2636.61,Electronic check,1,Fiber optic,Yes,No
CUST-08090,37,Two year,20.34,774.52,Credit card (automatic),2,No,No,No
CUST-08091,34,Month-to-month,19.5,672.51,Credit card (automatic),1,No,Yes,No
CUST-08092,9,Month-to-month,51.28,457.51,Electronic check,2,DSL,Yes,Yes
CUST-08093,8,Month-to-month,21.99,171.45,Bank transfer (automatic),2,No,No,No
CUST-08094,23,Two year,57.87,1297.04,Credit card (automatic),2,DSL,No,No
CUST-08095,51,Month-to-month,86.05,4380.00,Credit card (automatic),2,Fiber optic,No,No
CUST-08096,10,Month-to-month,114.2,1111.98,Mailed check,4,Fiber optic,Yes,Yes
CUST-08097,52,One year,70.85,3623.22,Bank transfer (automatic),2,DSL,No,Yes
CUST-08098,29,Month-to-month,18.27,519.16,Electronic check,4,No,Yes,No
CUST-08099,46,Month-to-month,97.81,4501.07,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-08100,16,Two year,104.12,1694.72,Credit card (automatic),2,Fiber optic,No,No
CUST-08101,57,Two year,72.6,4040.30,Electronic check,2,Fiber optic,Yes,No
CUST-08102,9,Month-to-month,75.56,669.21,Mailed check,3,Fiber optic,Yes,Yes
CUST-08103,1,Month-to-month,52.64,51.54,Bank transfer (automatic),1,DSL,Yes,No
CUST-08104,49,Two year,99.92,4831.48,Electronic check,2,Fiber optic,No,No
CUST-08105,6,Month-to-month,115.0,702.66,Electronic check,1,Fiber optic,Yes,No
CUST-08106,4,Month-to-month,21.89,89.71,Credit card (automatic),2,No,No,No
CUST-08107,23,Two year,78.26,1813.43,Credit card (automatic),0,DSL,Yes,No
CUST-08108,3,One year,115.67,354.64,Credit card (automatic),0,Fiber optic,Yes,No
CUST-08109,9,Month-to-month,65.7,588.67,Credit card (automatic),1,DSL,No,Yes
CUST-08110,52,Month-to-month,92.33,4755.50,Electronic check,4,Fiber optic,Yes,Yes
CUST-08111,43,Month-to-month,67.31,2882.55,Credit card (automatic),2,DSL,No,No
CUST-08112,8,Month-to-month,24.18,189.02,Credit card (automatic),0,No,Yes,Yes
CUST-08113,9,Month-to-month,76.83,711.42,Electronic check,1,DSL,Yes,No
CUST-08114,69,Month-to-month,106.73,7544.99,Bank transfer (automatic),2,Fiber optic,No,No
CUST-08115,43,Two year,89.09,3763.66,Electronic check,0,Fiber optic,Yes,No
CUST-08116,54,Two year,94.05,5186.30,Electronic check,2,Fiber optic,Yes,No
CUST-08117,4,One year,44.21,174.48,Credit card (automatic),1,DSL,Yes,No
CUST-08118,63,Month-to-month,43.55,2726.21,Credit card (automatic),4,DSL,Yes,Yes
CUST-08119,4,Two year,83.72,331.95,Electronic check,1,Fiber optic,Yes,No
CUST-08120,43,Two year,71.84,3122.49,Bank transfer (automatic),1,DSL,Yes,No
CUST-08121,10,Month-to-month,54.12,528.83,Credit card (automatic),0,DSL,Yes,No
CUST-08122,57,Month-to-month,75.7,4350.72,Electronic check,1,Fiber optic,No,Yes
CUST-08123,20,Month-to-month,55.46,1126.67,Credit card (automatic),1,DSL,Yes,Yes
CUST-08124,2,Month-to-month,84.9,169.65,Mailed check,1,Fiber optic,Yes,No
CUST-08125,2,Month-to-month,78.51,158.03,Electronic check,3,DSL,No,Yes
CUST-08126,48,Month-to-month,77.86,3779.02,Bank transfer (automatic),1,DSL,Yes,Yes
CUST-08127,28,Month-to-month,23.78,679.23,Electronic check,2,No,Yes,No
CUST-08128,33,Two year,110.41,3750.21,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-08129,12,Month-to-month,82.38,1013.50,Electronic check,4,Fiber optic,Yes,No
CUST-08130,30,Month-to-month,96.21,2837.39,Electronic check,4,Fiber optic,No,Yes
CUST-08131,50,One year,118.68,5796.49,Electronic check,1,Fiber optic,Yes,No
CUST-08132,55,Two year,54.26,3046.83,Electronic check,1,DSL,Yes,No
CUST-08133,23,Month-to-month,25.65,597.56,Electronic check,1,No,Yes,No
CUST-08134,11,Month-to-month,49.35,531.43,Electronic check,1,DSL,No,Yes
CUST-08135,21,Two year,22.9,471.93,Electronic check,2,No,Yes,No
CUST-08136,5,Month-to-month,70.96,351.33,Electronic check,5,DSL,Yes,Yes
CUST-08137,64,One year,64.09,4107.84,Electronic check,2,DSL,No,No
CUST-08138,43,Month-to-month,20.57,910.27,Electronic check,1,No,Yes,No
CUST-08139,2,One year,109.68,217.04,Electronic check,3,Fiber optic,Yes,Yes
CUST-08140,42,Two year,79.84,3288.44,Mailed check,5,Fiber optic,Yes,Yes
CUST-08141,61,Two year,21.48,1291.39,Electronic check,1,No,Yes,No
CUST-08142,46,Month-to-month,52.68,2450.87,Electronic check,4,DSL,Yes,Yes
CUST-08143,3,Two year,60.53,179.82,Bank transfer (automatic),1,DSL,Yes,No
CUST-08144,5,Month-to-month,56.6,290.11,Mailed check,3,DSL,Yes,Yes
CUST-08145,24,Month-to-month,49.02,1174.06,Bank transfer (automatic),0,DSL,Yes,No
CUST-08146,50,One year,69.5,3402.66,Mailed check,0,DSL,Yes,Yes
CUST-08147,60,Two year,48.93,2862.30,Mailed check,4,DSL,Yes,No
CUST-08148,35,Month-to-month,96.6,3382.83,Mailed check,2,Fiber optic,No,Yes
CUST-08149,71,Two year,109.22,7921.49,Credit card (automatic),4,Fiber optic,No,Yes
CUST-08150,21,Two year,60.09,1268.72,Mailed check,2,DSL,Yes,No
CUST-08151,65,Month-to-month,74.78,4881.31,Bank transfer (automatic),0,DSL,No,No
CUST-08152,2,One year,90.9,183.29,Mailed check,1,Fiber optic,Yes,No
CUST-08153,13,One year,25.53,340.83,Bank transfer (automatic),2,No,No,No
CUST-08154,31,One year,71.21,2253.09,Electronic check,2,Fiber optic,Yes,No
CUST-08155,63,Two year,24.18,1542.36,Electronic check,1,No,Yes,No
CUST-08156,20,One year,68.27,1397.49,Bank transfer (automatic),1,DSL,Yes,No
CUST-08157,14,Month-to-month,99.79,1406.99,Credit card (automatic),3,Fiber optic,Yes,No
CUST-08158,3,Month-to-month,84.44,253.97,Electronic check,0,Fiber optic,Yes,Yes
CUST-08159,38,Month-to-month,22.83,842.53,Electronic check,6,No,No,Yes
CUST-08160,48,Two year,98.99,4745.22,Credit card (automatic),1,Fiber optic,Yes,No
CUST-08161,5,One year,77.28,375.79,Electronic check,0,Fiber optic,Yes,No
CUST-08162,49,One year,24.85,1238.53,Credit card (automatic),0,No,No,No
CUST-08163,2,Two year,96.06,186.58,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-08164,30,One year,45.74,1334.37,Electronic check,2,DSL,Yes,No
CUST-08165,28,Month-to-month,89.09,2425.22,Electronic check,2,Fiber optic,No,No
CUST-08166,36,Two year,50.38,1803.54,Bank transfer (automatic),2,DSL,No,No
CUST-08167,42,Two year,48.64,2058.59,Credit card (automatic),2,DSL,Yes,No
CUST-08168,56,Two year,76.95,4415.83,Credit card (automatic),3,DSL,No,No
CUST-08169,16,Month-to-month,23.31,371.97,Electronic check,1,No,Yes,Yes
CUST-08170,0,Month-to-month,53.48, ,Bank transfer (automatic),0,DSL,No,Yes
CUST-08171,7,Two year,67.19,479.29,Mailed check,2,DSL,No,Yes
CUST-08172,2,Month-to-month,71.73,143.62,Bank transfer (automatic),4,DSL,No,Yes
CUST-08173,61,One year,85.45,5117.87,Electronic check,1,Fiber optic,No,No
CUST-08174,26,Month-to-month,118.01,3140.36,Mailed check,2,Fiber optic,Yes,Yes
CUST-08175,6,Month-to-month,74.58,454.69,Electronic check,1,DSL,Yes,No
CUST-08176,21,Month-to-month,71.52,1512.16,Bank transfer (automatic),3,DSL,No,Yes
CUST-08177,56,Two year,104.87,6015.67,Electronic check,4,Fiber optic,No,Yes
CUST-08178,23,Month-to-month,18.54,433.07,Electronic check,2,No,Yes,No
CUST-08179,7,Month-to-month,43.32,296.99,Electronic check,2,DSL,No,No
CUST-08180,5,Month-to-month,78.03,381.58,Bank transfer (automatic),1,Fiber optic,Yes,Yes
CUST-08181,50,Two year,114.7,5702.52,Electronic check,1,Fiber optic,No,No
CUST-08182,3,Month-to-month,50.41,148.32,Credit card (automatic),2,DSL,Yes,Yes
CUST-08183,17,One year,68.02,1147.44,Electronic check,2,DSL,Yes,No
CUST-08184,37,Month-to-month,25.6,928.77,Bank transfer (automatic),4,No,Yes,Yes
CUST-08185,9,Month-to-month,115.69,1066.96,Electronic check,2,Fiber optic,Yes,No
CUST-08186,10,Month-to-month,57.07,564.06,Bank transfer (automatic),1,DSL,Yes,Yes
CUST-08187,22,Month-to-month,23.36,525.17,Bank transfer (automatic),1,No,No,No
CUST-08188,6,Month-to-month,23.94,142.18,Credit card (automatic),4,No,Yes,Yes
CUST-08189,1,Month-to-month,62.5,60.83,Bank transfer (automatic),3,DSL,No,Yes
CUST-08190,3,Month-to-month,61.54,187.31,Credit card (automatic),3,DSL,No,Yes
CUST-08191,28,One year,19.93,562.83,Credit card (automatic),2,No,No,No
CUST-08192,47,Two year,102.95,4938.75,Bank transfer (automatic),2,Fiber optic,No,No
CUST-08193,20,One year,20.45,418.25,Electronic check,0,No,No,No
CUST-08194,2,Month-to-month,20.56,41.82,Mailed check,1,No,Yes,Yes
CUST-08195,13,Month-to-month,20.24,268.59,Mailed check,1,No,No,No
CUST-08196,3,Month-to-month,18.74,55.77,Credit card (automatic),2,No,No,No
CUST-08197,48,Two year,111.13,5273.44,Electronic check,2,Fiber optic,Yes,No
CUST-08198,28,Two year,112.07,3124.90,Bank transfer (automatic),2,Fiber optic,No,No
CUST-08199,1,One year,105.28,107.81,Bank transfer (automatic),2,Fiber optic,Yes,No
CUST-08200,13,Month-to-month,115.23,1522.33,Electronic check,2,Fiber optic,No,Yes
CUST-08201,68,Two year,100.78,6900.03,Electronic check,2,Fiber optic,Yes,No
CUST-08202,11,Month-to-month,65.78,716.61,Electronic check,1,DSL,No,No
CUST-08203,19,One year,24.91,480.49,Electronic check,1,No,No,Yes
CUST-08204,32,One year,80.17,2514.70,Credit card (automatic),2,Fiber optic,No,No
CUST-08205,8,Month-to-month,58.35,469.31,Electronic check,3,DSL,Yes,Yes
CUST-08206,63,Two year,104.33,6650.31,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-08207,13,Two year,52.28,660.67,Bank transfer (automatic),0,DSL,Yes,No
CUST-08208,24,Month-to-month,81.15,1955.32,Credit card (automatic),0,Fiber optic,Yes,No
CUST-08209,1,Month-to-month,113.79,117.09,Credit card (automatic),1,Fiber optic,No,No
CUST-08210,32,One year,118.56,3769.56,Electronic check,2,Fiber optic,Yes,No
CUST-08211,36,Month-to-month,88.84,3252.83,Credit card (automatic),1,Fiber optic,Yes,No
CUST-08212,0,Month-to-month,20.02, ,Credit card (automatic),2,No,Yes,No
CUST-08213,42,Month-to-month,57.22,2433.68,Electronic check,1,DSL,Yes,No
CUST-08214,35,One year,53.56,1826.06,Credit card (automatic),2,DSL,Yes,No
CUST-08215,24,One year,72.41,1687.05,Bank transfer (automatic),1,DSL,Yes,No
CUST-08216,13,Month-to-month,75.3,995.14,Electronic check,4,DSL,No,Yes
CUST-08217,54,Two year,56.73,3005.82,Credit card (automatic),3,DSL,No,No
CUST-08218,2,One year,22.75,45.04,Electronic check,2,No,No,Yes
CUST-08219,4,Two year,18.84,75.61,Electronic check,4,No,Yes,Yes
CUST-08220,13,One year,59.32,772.43,Electronic check,2,DSL,Yes,Yes
CUST-08221,27,Month-to-month,18.3,483.88,Bank transfer (automatic),1,No,No,No
CUST-08222,21,One year,23.28,476.19,Electronic check,1,No,No,No
CUST-08223,48,Two year,19.57,948.51,Bank transfer (automatic),4,No,No,Yes
CUST-08224,1,Two year,112.8,115.21,Bank transfer (automatic),1,Fiber optic,No,No
CUST-08225,2,Month-to-month,65.43,134.67,Credit card (automatic),2,DSL,Yes,Yes
CUST-08226,35,Month-to-month,115.25,4046.44,Mailed check,2,Fiber optic,Yes,No
CUST-08227,27,Month-to-month,25.29,685.62,Credit card (automatic),1,No,No,No
CUST-08228,7,One year,78.25,555.96,Credit card (automatic),4,Fiber optic,Yes,Yes
CUST-08229,32,Month-to-month,22.1,696.44,Bank transfer (automatic),2,No,Yes,No
CUST-08230,0,Month-to-month,49.61, ,Electronic check,2,DSL,Yes,Yes
CUST-08231,14,Month-to-month,58.99,839.04,Credit card (automatic),1,DSL,Yes,No
CUST-08232,9,Month-to-month,21.63,190.58,Electronic check,2,No,No,No
CUST-08233,56,Two year,23.77,1338.38,Mailed check,1,No,Yes,No
CUST-08234,18,Two year,117.59,2177.45,Bank transfer (automatic),3,Fiber optic,No,No
CUST-08235,10,Two year,100.66,999.45,Credit card (automatic),5,Fiber optic,Yes,Yes
CUST-08236,1,Month-to-month,72.2,71.81,Bank transfer (automatic),2,DSL,Yes,No
CUST-08237,40,One year,89.68,3654.02,Electronic check,4,Fiber optic,Yes,No
CUST-08238,54,Month-to-month,45.15,2445.10,Credit card (automatic),2,DSL,Yes,No
CUST-08239,11,Month-to-month,95.09,1070.68,Bank transfer (automatic),6,Fiber optic,Yes,Yes
CUST-08240,29,Two year,114.07,3255.04,Credit card (automatic),4,Fiber optic,Yes,No
CUST-08241,39,Month-to-month,81.71,3234.98,Bank transfer (automatic),3,Fiber optic,No,No
CUST-08242,2,Month-to-month,52.07,106.79,Mailed check,0,DSL,No,Yes
CUST-08243,20,Two year,46.31,924.60,Electronic check,1,DSL,Yes,No
CUST-08244,6,Month-to-month,25.73,155.80,Bank transfer (automatic),2,No,Yes,No
CUST-08245,7,Month-to-month,90.22,633.77,Electronic check,2,Fiber optic,No,Yes
CUST-08246,59,One year,84.57,5018.87,Electronic check,1,Fiber optic,No,No
CUST-08247,62,Two year,115.18,7206.52,Electronic check,2,Fiber optic,Yes,No
CUST-08248,57,One year,72.03,4041.51,Electronic check,2,DSL,Yes,No
CUST-08249,18,Month-to-month,112.75,2001.70,Credit card (automatic),5,Fiber optic,No,Yes
CUST-08250,13,One year,25.38,326.71,Bank transfer (automatic),1,No,Yes,No
CUST-08251,40,Two year,24.68,968.61,Credit card (automatic),1,No,Yes,No
CUST-08252,0,Month-to-month,78.38, ,Credit card (automatic),3,DSL,No,No
CUST-08253,49,Two year,101.17,5063.00,Mailed check,1,Fiber optic,Yes,No
CUST-08254,2,One year,81.74,161.60,Electronic check,3,Fiber optic,Yes,Yes
CUST-08255,66,Month-to-month,78.15,5181.27,Electronic check,1,Fiber optic,Yes,No
CUST-08256,11,Month-to-month,99.36,1068.63,Electronic check,4,Fiber optic,No,Yes
CUST-08257,10,Two year,87.5,877.39,Credit card (automatic),0,Fiber optic,Yes,Yes
CUST-08258,24,One year,47.28,1136.53,Mailed check,4,DSL,Yes,Yes
CUST-08259,1,Month-to-month,71.52,71.51,Mailed check,1,DSL,No,No
CUST-08260,51,Two year,20.87,1069.83,Bank transfer (automatic),1,No,Yes,No
CUST-08261,39,Two year,58.7,2232.45,Electronic check,1,DSL,Yes,No
CUST-08262,58,Month-to-month,22.84,1363.29,Mailed check,0,No,Yes,No
CUST-08263,17,Month-to-month,89.6,1560.17,Electronic check,1,Fiber optic,No,No
CUST-08264,1,One year,112.23,110.17,Bank transfer (automatic),4,Fiber optic,No,Yes
CUST-08265,1,Month-to-month,117.89,118.96,Electronic check,3,Fiber optic,Yes,Yes
CUST-08266,15,One year,21.14,320.53,Bank transfer (automatic),3,No,Yes,No
CUST-08267,22,Two year,78.7,1690.34,Electronic check,3,Fiber optic,Yes,No
CUST-08268,41,Two year,83.56,3342.06,Credit card (automatic),3,Fiber optic,Yes,No
CUST-08269,11,One year,102.86,1131.92,Electronic check,1,Fiber optic,Yes,No
CUST-08270,19,Month-to-month,45.49,884.05,Credit card (automatic),1,DSL,No,No
CUST-08271,16,Two year,102.89,1599.77,Bank transfer (automatic),2,Fiber optic,No,No
CUST-08272,6,Month-to-month,95.72,567.28,Electronic check,4,Fiber optic,Yes,Yes
CUST-08273,28,Month-to-month,18.59,532.76,Credit card (automatic),1,No,No,No
CUST-08274,35,One year,90.02,3117.33,Electronic check,5,Fiber optic,No,Yes
CUST-08275,39,Two year,19.98,763.05,Bank transfer (automatic),1,No,Yes,No
CUST-08276,57,Two year,76.35,4316.26,Credit card (automatic),3,Fiber optic,No,No
CUST-08277,3,Two year,115.87,356.15,Electronic check,1,Fiber optic,Yes,No
CUST-08278,24,Month-to-month,84.19,1996.32,Electronic check,2,Fiber optic,Yes,No
CUST-08279,14,One year,60.48,841.37,Credit card (automatic),2,DSL,No,No
CUST-08280,47,Month-to-month,22.84,1057.78,Electronic check,2,No,No,Yes
CUST-08281,55,Two year,65.39,3542.63,Bank transfer (automatic),2,DSL,No,No
CUST-08282,23,One year,56.38,1288.62,Credit card (automatic),0,DSL,Yes,No
CUST-08283,67,Two year,83.14,5470.66,Electronic check,0,Fiber optic,No,No
CUST-08284,48,Month-to-month,97.54,4715.12,Mailed check,2,Fiber optic,Yes,Yes
CUST-08285,2,One year,108.74,214.96,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-08286,31,Month-to-month,113.63,3547.44,Electronic check,3,Fiber optic,No,No
CUST-08287,4,Month-to-month,64.03,257.99,Bank transfer (automatic),1,DSL,Yes,No
CUST-08288,8,Month-to-month,95.78,784.45,Credit card (automatic),1,Fiber optic,No,No
CUST-08289,45,Two year,77.66,3508.89,Credit card (automatic),2,DSL,Yes,Yes
CUST-08290,14,Month-to-month,49.89,712.76,Electronic check,6,DSL,No,Yes
CUST-08291,47,One year,70.82,3371.86,Credit card (automatic),2,Fiber optic,No,No
CUST-08292,11,Month-to-month,21.94,236.46,Bank transfer (automatic),2,No,No,Yes
CUST-08293,5,Month-to-month,18.68,91.21,Bank transfer (automatic),2,No,No,No
CUST-08294,26,One year,72.89,1938.14,Bank transfer (automatic),0,Fiber optic,Yes,No
CUST-08295,46,Two year,71.61,3206.48,Mailed check,4,Fiber optic,No,Yes
CUST-08296,24,Two year,100.14,2366.91,Credit card (automatic),4,Fiber optic,No,Yes
CUST-08297,57,Month-to-month,65.28,3759.02,Electronic check,2,DSL,Yes,No
CUST-08298,31,Month-to-month,51.81,1619.00,Credit card (automatic),3,DSL,No,Yes
CUST-08299,18,Month-to-month,58.87,1084.97,Electronic check,1,DSL,No,Yes
CUST-08300,51,One year,57.75,2902.83,Credit card (automatic),2,DSL,No,No
CUST-08301,22,Month-to-month,94.03,2039.38,Electronic check,2,Fiber optic,No,Yes
CUST-08302,15,Month-to-month,19.75,293.76,Electronic check,4,No,No,No
CUST-08303,21,Two year,24.35,526.39,Mailed check,0,No,Yes,No
CUST-08304,10,Month-to-month,52.99,516.18,Bank transfer (automatic),1,DSL,No,Yes
CUST-08305,0,Month-to-month,85.93, ,Bank transfer (automatic),3,Fiber optic,No,Yes
CUST-08306,16,One year,66.18,1049.34,Bank transfer (automatic),2,DSL,Yes,Yes
CUST-08307,38,One year,78.23,2902.81,Electronic check,2,DSL,Yes,No
CUST-08308,20,One year,19.78,402.26,Electronic check,3,No,Yes,No
CUST-08309,20,One year,55.53,1094.04,Bank transfer (automatic),1,DSL,No,No
CUST-08310,25,Month-to-month,21.06,512.31,Credit card (automatic),1,No,No,No
CUST-08311,58,Two year,22.22,1288.15,Credit card (automatic),1,No,Yes,No
CUST-08312,44,Two year,72.9,3234.40,Credit card (automatic),2,DSL,Yes,No
CUST-08313,67,Two year,68.91,4709.65,Electronic check,2,DSL,No,No
CUST-08314,0,Month-to-month,80.01, ,Credit card (automatic),2,Fiber optic,No,No
CUST-08315,21,Two year,68.44,1395.34,Mailed check,2,DSL,No,No
CUST-08316,5,One year,47.09,239.05,Bank transfer (automatic),4,DSL,Yes,Yes
CUST-08317,27,Month-to-month,79.35,2096.31,Credit card (automatic),3,Fiber optic,Yes,No
CUST-08318,35,Month-to-month,56.83,2020.98,Mailed check,1,DSL,Yes,No
CUST-08319,53,Two year,20.84,1081.61,Electronic check,2,No,No,No
CUST-08320,4,Month-to-month,112.4,444.25,Credit card (automatic),2,Fiber optic,Yes,Yes
CUST-08321,19,Month-to-month,118.6,2192.90,Bank transfer (automatic),3,Fiber optic,Yes,Yes
CUST-08322,55,One year,49.89,2723.29,Electronic check,0,DSL,No,No
CUST-08323,55,One year,102.05,5526.94,Mailed check,4,Fiber optic,No,Yes
CUST-08324,68,Two year,22.62,1503.55,Credit card (automatic),3,No,Yes,No
CUST-08325,18,Month-to-month,70.5,1253.05,Bank transfer (automatic),0,DSL,Yes,Yes
CUST-08326,43,Two year,104.11,4344.59,Bank transfer (automatic),2,Fiber optic,No,No
CUST-08327,5,One year,52.53,268.62,Mailed check,2,DSL,Yes,No
CUST-08328,12,Month-to-month,73.1,874.49,Bank transfer (automatic),0,DSL,Yes,No
CUST-08329,68,Month-to-month,59.93,4061.60,Electronic check,1,DSL,Yes,No
CUST-08330,54,Two year,115.48,6295.18,Electronic check,5,Fiber optic,Yes,Yes
CUST-08331,39,Month-to-month,97.32,3719.63,Mailed check,0,Fiber optic,No,Yes
CUST-08332,32,Two year,53.09,1734.96,Electronic check,2,DSL,Yes,No
CUST-08333,2,Month-to-month,113.69,221.85,Credit card (automatic),0,Fiber optic,No,No
CUST-08334,12,One year,24.45,291.86,Electronic check,3,No,No,No
CUST-08335,38,One year,25.35,977.53,Electronic check,1,No,Yes,No
CUST-08336,19,Month-to-month,75.02,1418.40,Credit card (automatic),0,DSL,No,No
CUST-08337,17,Two year,51.43,866.74,Electronic check,1,DSL,No,No
CUST-08338,37,Two year,109.75,4088.69,Credit card (automatic),2,Fiber optic,Yes,Yes
